NAME,MASS,MASS_SINI,SEMI_MAJOR_AXIS,ORBITAL_PERIOD,ECCENTRICITY,OMEGA,TIME_PERIAPSE,PLANETARY_RADIUS,INCLINATION,DETECTION_TYPE,STAR_MASS,STAR_AGE,STAR_TEMP,STAR_RADIUS,STAR_METALLICITY
Kepler-996 b,,,,3.77059058,,,,0.177,,Primary Transit,1.09,,6014.0,1.14,0.03
Kepler-997 b,,,,2.70730672,,,,0.121,,Primary Transit,1.22,,6150.0,1.56,0.05
Kepler-998 b,,,,5.65377733,,,,0.207,,Primary Transit,1.12,,6058.0,1.18,0.07
Kepler-999 b,,,,5.99185702,,,,0.209,,Primary Transit,1.29,,6237.0,1.65,0.05
L 98-59 b,,,0.0227,2.2532,0.09,350.0,,0.0642,,Primary Transit,0.32,,3500.0,0.29100000000000004,0.5
L 98-59 c,,,0.0315,3.6904,0.09,303.0,,0.1151,,Primary Transit,0.32,,3500.0,0.29100000000000004,0.5
L 98-59 d,,,0.05,7.4513,0.18,30.0,,0.1222,,Primary Transit,0.32,,3500.0,0.29100000000000004,0.5
L2 Pup b,12.0,,2.0,,,,,,,Imaging,0.659,,3500.0,,0.008
LHS 1140 b,0.0209,,0.0875,24.73712,0.29,,,0.128,89.912,Primary Transit,0.146,5.0,3131.0,0.18600000000000003,0.24
LHS 1140 c,0.00569,,0.02675,3.7779309999999997,0.0,,,0.11437,89.92,Primary Transit,0.146,5.0,3131.0,0.18600000000000003,0.24
LHS 2397a B,64.0,,3.09,5194.0,0.35,38.5,2453845.0,,41.9,Imaging,0.0839,1.5,2580.0,,
LHS 3844 b,,,0.006229999999999999,0.46292792,,,,0.1178,88.22,Primary Transit,0.154,,3036.0,0.18899999999999997,
LHS 6176 B,45.0,,970.0,,,,,,,Imaging,,3.5,,,0.3
LKCA 15 b,6.0,,15.7,40000.0,,,,,,Imaging,0.97,0.002,,,
LP 261-75 b,21.0,,450.0,,,,,,,Imaging,0.22,0.15,,,
LP 358-499 b,0.0069,,0.033,3.0712,,,,0.11699999999999999,87.56,Primary Transit,0.52,,3644.0,0.49,
LP 358-499 c,0.01,,0.045,4.8679,,,,0.132,88.65,Primary Transit,0.52,,3644.0,0.49,
LP 358-499 d,0.026000000000000002,,0.077,11.0234,,,,0.18,89.52,Primary Transit,0.52,,3644.0,0.49,
LP 415-17 b,0.0148,,0.0562,6.3420000000000005,,,,0.161,88.3,Primary Transit,0.65,,4258.0,0.58,0.3
LP 415-17 c,0.0205,,0.0946,13.85,,,,0.23199999999999998,88.96,Primary Transit,0.65,,4258.0,0.58,0.3
LP 415-17 d,0.0154,,0.1937,40.718,,,,0.17,89.61,Primary Transit,0.65,,4258.0,0.58,0.3
LP 791-18 b,,,0.00969,0.9480049999999999,,,,0.0999,87.3,Primary Transit,0.139,0.5,2960.0,0.71,0.09
LP 791-18 c,,,0.29391999999999996,4.9899629999999995,,,,0.2061,89.55,Primary Transit,0.139,0.5,2960.0,0.71,0.09
LSPM J2116+0234 b,0.042,0.042,0.0876,14.446,,,2457572.9,,,Radial Velocity,0.43,,3475.0,0.431,0.05
LSR J1835,55.0,,,,,,,,,Imaging,,0.022000000000000002,,,
LTT 1445A b,0.0264,,0.03807,5.35882,0.16,222.0,,0.1204,89.47,Primary Transit,0.256,,3340.0,0.27,0.34
Lalande 21185 b,0.0091,0.0091,0.068,9.8684,0.22,,,,,Radial Velocity,0.46,,3828.0,0.39299999999999996,
Luhman 16 A,33.5,,,,,,,,,Imaging,,,,,
Luhman 16 B,28.6,,,,,,,,,Imaging,,,,,
MARVELS-10 b,14.8,14.8,0.71,217.3,0.53,0.1,,,,Radial Velocity,1.03,,6190.0,0.9,0.43
MARVELS-11 b,52.1,52.1,0.1,11.6121,0.0,66.2,,,,Radial Velocity,0.99,,5980.0,0.83,0.34
MARVELS-12 b,32.8,32.8,0.85,252.5,0.6,326.8,,,,Radial Velocity,1.29,,5285.0,2.39,0.36
MARVELS-13 b,41.8,41.8,0.54,147.6,0.5,196.7,,,,Radial Velocity,0.96,,5525.0,1.03,0.17
MARVELS-16 b,42.7,42.7,0.2,31.656,0.69,308.7,,,,Radial Velocity,1.06,,5315.0,1.28,0.33
MARVELS-17 b,13.1,13.1,0.45,103.4,0.24,316.0,,,,Radial Velocity,1.12,,6090.0,0.91,0.06
MARVELS-18 b,24.4,24.4,0.51,117.6,0.46,176.2,,,,Radial Velocity,1.25,,6295.0,1.23,0.11
MARVELS-19 b,17.3,17.3,0.52,122.2,0.53,218.2,,,,Radial Velocity,1.33,,6270.0,1.63,0.09
MARVELS-8 b,37.7,37.7,0.215,36.045,0.10099999999999999,146.8,,,,Radial Velocity,1.02,,5540.0,0.95,0.2
MASACARA-2 b/KELT-20 b,3.5180000000000002,,0.0542,1.4741084999999998,,,,1.83,86.2,Primary Transit,2.0,0.3,8981.0,1.561,0.29
MASCARA-1 b,3.7,,0.043,2.14878,0.0,,,1.5,87.0,Primary Transit,1.72,1.0,7554.0,2.1,0.0
MOA-2007-BLG-192L b,0.01,,0.66,,,,,,,Microlensing,0.06,,,,
MOA-2007-BLG-197L b,41.0,,4.29,,,,,,,Microlensing,0.82,,,,
MOA-2007-BLG-400L b,0.9,,0.85,,,,,,,Microlensing,0.35,,,,
MOA-2008-BLG-310L b,0.233,,1.25,,,,,,,Microlensing,0.67,,,,
MOA-2008-BLG-379L b,4.1,,3.3,,,,,,,Microlensing,0.66,,,,
MOA-2009-BLG-266L b,0.0327,,3.2,2780.0,,,,,,Microlensing,0.56,,,,
MOA-2009-BLG-319L b,0.157,,2.0,,,,,,,Microlensing,0.38,,,,
MOA-2009-BLG-387L b,2.6,,1.8,1970.0,,,,,,Microlensing,0.19,,,,
MOA-2010-BLG-117 b,0.51,,2.9,,,,,,,Microlensing,0.58,,,,
MOA-2010-BLG-328L b,0.028999999999999998,,0.92,,,,,,,Microlensing,0.11,,,,
MOA-2010-BLG-353L b,0.27,,1.72,,,,,,,Microlensing,0.18,,,,
MOA-2010-BLG-477L b,1.5,,2.0,,,,,,,Microlensing,0.67,,,,
MOA-2011-BLG-028L b,0.094,,7.14,,,,,,,Microlensing,0.75,,,,
MOA-2011-BLG-262L b,0.05663405,,0.84,,,,,,,Microlensing,0.12,,,,
MOA-2011-BLG-274 b,0.8,,40.0,,,,,,,Microlensing,,,,,
MOA-2011-BLG-291 b,0.085,,1.4,,,,,,,Microlensing,0.22,,,,
MOA-2011-BLG-293L b,4.8,,1.1,,,,,,,Microlensing,0.86,,,,
MOA-2011-BLG-322L b,7.8,,3.6,,,,,,,Microlensing,0.31,,,,
MOA-2012-BLG-006 b,8.4,,10.2,,,,,,,Microlensing,0.49,,,,
MOA-2012-BLG-505L b,6.7,,1.12,,,,,,,Microlensing,0.1,,,,
MOA-2013-BLG-220L b,0.188780165,,0.7,,,,,,,Microlensing,0.05,,,,
MOA-2013-BLG-605L b,0.066,,4.2,,,,,,,Microlensing,0.19,,,,
MOA-2016-BLG-227L b,2.3,,1.64,,,,,,,Microlensing,0.24,,,,
MOA-2016-BLG-319L b,0.62,,0.95,,,,,,,Microlensing,0.15,,,,
MOA-bin-1 b,3.7,,8.3,,,,,,,Microlensing,0.75,,,,
MOA-bin-29 b,0.55,,1.13,,,,,,,Microlensing,6.5,,,,
NGC 2423 3 b,10.6,10.6,2.1,714.3,0.21,18.0,53213.0,,,Radial Velocity,2.4,0.75,,,0.14
NGC 4349 127 b,19.8,19.8,2.38,677.8,0.19,61.0,54114.0,,,Radial Velocity,3.9,0.21,,,
NGTS-1 b,0.812,,0.0326,2.647298,0.016,,,1.33,82.8,Primary Transit,0.617,,3916.0,0.573,0.0
NGTS-2 b,0.67,,0.0584,4.5111204,0.0,,,1.536,87.66,Primary Transit,1.64,2.17,6478.0,1.702,0.06
NGTS-3A b,2.38,,0.023,1.6753727999999999,0.0,,,1.48,89.56,Primary Transit,1.0170000000000001,,5570.0,0.93,0.12
NGTS-4 b,0.0648,,0.019,1.3373508,0.0,,,0.2837,82.5,Primary Transit,0.75,,5143.0,0.84,0.28
NGTS-5 b,0.22899999999999998,,0.0382,3.3569866000000004,0.0,,,1.136,86.6,Primary Transit,0.6609999999999999,,4987.0,0.7390000000000001,0.12
NGTS-6 b,1.33,,0.016623018,0.882058,0.0,,,1.271,80.23,Primary Transit,0.7876,9.6,4410.0,0.6559999999999999,0.11
NGTS-7A b,62.0,,0.0139,0.67599,,,,1.07,88.4352,Primary Transit,,0.055,3359.0,0.61,
NLTT 25473 b,15.0,,,1.48,,,,,,Radial Velocity,,,18500.0,,
NLTT 41135 b,33.7,33.7,0.024,2.889475,,,,1.13,87.42,Primary Transit,0.188,,3230.0,0.21,0.0
NLTT 5306 b,56.0,,0.00263,1.6980000000000002,,,,,,Radial Velocity,0.44,0.71,7756.0,0.0156,
NN Ser (AB) c,6.91,,5.38,5660.0,0.0,,,,,Timing,0.6459999999999999,,,,
NN Ser (AB) d,2.28,,3.39,2830.0,0.2,74.0,2454515.0,,,Timing,0.6459999999999999,,,,
NSVS 1425 (AB) d,14.15,14.15,3.12,3181.0,0.12,133.3,,,,Timing,0.528,,42000.0,,
NY Vir (AB) b,2.78,,3.39,2987.745,,,,,,Timing,0.6,,33000.0,,
NY Vir (AB) c,4.49,,7.54,9861.75,,,,,,Timing,0.6,,33000.0,,
OGLE-2003-BLG-235L b,2.6,,5.1,,,,,,,Microlensing,0.63,,,,
OGLE-2005-071L b,3.5,,3.6,3600.0,,,,,,Microlensing,0.46,,,,
OGLE-2005-169L b,0.0444,,4.0,,,,,,,Microlensing,0.69,,,,
OGLE-2005-390L b,0.017,,2.1,3500.0,,,,,,Microlensing,0.22,,,,
OGLE-2006-109L b,0.727,,2.3,1790.0,,,,,64.0,Microlensing,0.51,,,,
OGLE-2006-109L c,0.271,,4.5,4931.0,0.15,,,,64.0,Microlensing,0.51,,,,
OGLE-2007-BLG-349L (AB) b,0.25,,2.59,,,,,,,Microlensing,0.71,,,,
OGLE-2007-BLG-368L b,0.0694,,3.3,,,,,,,Microlensing,0.64,,,,
OGLE-2008-BLG-092L b,0.18,,15.0,,,,,,,Microlensing,0.71,,,,
OGLE-2008-BLG-355L b,4.6,,,,,,,,,Microlensing,0.37,,,,
OGLE-2009-BLG-151L b,7.5,,0.31,,,,,,,Microlensing,0.018000000000000002,,,,
OGLE-2011-BLG-0173L b,0.19,,10.0,,,,,,,Microlensing,0.4,,,,
OGLE-2011-BLG-0251L b,0.96,,3.86,,,,,,,Microlensing,0.47,,,,
OGLE-2011-BLG-0265L b,0.88,,1.89,,,,,,,Microlensing,0.21100000000000002,,,,
OGLE-2011-BLG-0420L b,9.4,,0.19,,,,,,,Microlensing,0.025,,,,
OGLE-2012-BLG-0026L b,0.11,,3.82,,,,,,,Microlensing,0.82,,,,
OGLE-2012-BLG-0026L c,0.68,,4.63,,,,,,,Microlensing,0.82,,,,
OGLE-2012-BLG-0358L b,1.85,,0.87,,,,,,,Microlensing,0.022000000000000002,,,,
OGLE-2012-BLG-0406L b,2.73,,3.45,,,,,,,Microlensing,0.44,,,,
OGLE-2012-BLG-0563L b,0.39,,0.74,,,,,,,Microlensing,0.34,,5907.0,,0.66
OGLE-2012-BLG-0724L b,0.47,,1.6,,,,,,,Microlensing,0.29,,,,
OGLE-2012-BLG-0838 b,0.25,,4.2,,,,,,,Microlensing,0.54,,,,
OGLE-2012-BLG-0950L b,0.11,,2.7,,,,,,,Microlensing,0.56,,5500.0,,
OGLE-2012-BLG-1323,0.0072,,,,,,,,,Microlensing,,,,,
OGLE-2013-BLG-0102L b,13.6,,0.8,,,,,,,Microlensing,0.09699999999999999,,,,
OGLE-2013-BLG-0132L b,0.29,,3.6,,,,,,,Microlensing,0.54,,,,
OGLE-2013-BLG-0341L b,0.005222918,,0.7020000000000001,,,,,,,Microlensing,0.1127,,,,
OGLE-2013-BLG-0578L b,34.0,,1.16,,,,,,,Microlensing,0.124,,,,
OGLE-2013-BLG-1721L b,0.64,,2.6,,,,,,,Microlensing,0.46,,,,
OGLE-2013-BLG-1761L b,2.8,,1.8,,,,,,,Microlensing,0.33,,,,
OGLE-2014-BLG-0124L b,0.64,,3.48,,,,,,,Microlensing,0.89,,,,
OGLE-2014-BLG-0257L b,36.0,,0.61,,,,,,,Microlensing,0.19,,,,
OGLE-2014-BLG-0676L b,3.09,,4.4,,,,,,,Microlensing,0.62,,,,
OGLE-2014-BLG-1112L b,31.7,,9.63,,,,,,,Microlensing,1.07,,,,
OGLE-2014-BLG-1186L b,0.142,,,,,,,,,Microlensing,0.35,,,,
OGLE-2014-BLG-1722L b,0.174,,1.9,,,,,,,Microlensing,0.4,,,,
OGLE-2014-BLG-1722L c,0.2633,,2.5,,,,,,,Microlensing,0.4,,,,
OGLE-2014-BLG-1760L b,0.573,,1.75,,,,,,,Microlensing,0.51,,,,
OGLE-2015-BLG-0051L b,0.72,,0.73,,,,,,,Microlensing,0.1,,,,
OGLE-2015-BLG-0954L b,4.4,,1.2,,,,,,,Microlensing,0.37,,,,
OGLE-2015-BLG-0966L b,0.066,,2.4,,,,,,,Microlensing,0.38,,,,
OGLE-2015-BLG-1319L b,45.0,,0.245,,,,,,,Microlensing,0.58,,,,
OGLE-2015-BLG-1670L b,0.0563,,3.2,,,,,,,Microlensing,0.55,,,,
OGLE-2016-BLG-0613L (AB) b,4.18,,6.4,,,,,,,Microlensing,1.0,,,,
OGLE-2016-BLG-0693L b,49.0,,5.0,,,,,,,Microlensing,,,,,
OGLE-2016-BLG-1067L b,0.43,,1.7,,,,,,,Microlensing,0.3,,,,
OGLE-2016-BLG-1190L b,13.38,,2.17,1223.6,0.42,,2456989.8,,41.2,Microlensing,0.88,,,,
OGLE-2016-BLG-1195L b,0.0045,,1.16,,,,,,,Microlensing,0.078,,,,
OGLE-2016-BLG-1266L b,11.9,,0.42,,,,,,,Microlensing,0.0156,,,,
OGLE-2016-BLG-1469L b,13.6,,0.33,,,,,,,Microlensing,0.048,,,,
OGLE-2016-BLG-596L b,12.2,,,,,,,,,Microlensing,,,,,
OGLE-2017-BLG-0173L b,9.08,,3.75,,,,,,,Microlensing,0.41700000000000004,,,,
OGLE-2017-BLG-0560,1.9,,,,,,,,,Microlensing,,,,,
OGLE-2017-BLG-1140L b,1.63,,1.02,,,,,,,Microlensing,0.214,,,,
OGLE-2017-BLG-1434L b,0.013999999999999999,,1.18,,,,,,,Microlensing,0.23,,,,
OGLE-2017-BLG-1522L b,0.75,,0.59,,,,,,,Microlensing,0.046,,,,
OGLE-2018-BLG-0532 b,0.019636,,1.083,,,,,,,Microlensing,0.19899999999999998,,,,
OGLE-2018-BLG-0596 b,0.0267,,2.15,,,,,,,Microlensing,0.2,,,,
OGLE-2018-BLG-0740L b,4.5,,4.2,3100.0,,,,,,Microlensing,1.0,,,,
OGLE-2018BLG-1011L b,1.8,,1.8,,,,,,,Microlensing,0.18,,,,
OGLE-2018BLG-1011L c,2.8,,0.8,,,,,,,Microlensing,0.18,,,,
OGLE-GD-ECL-11388 b,12.5,12.5,,3250.0,,,,,,Timing,0.61,,,,
OGLE-TR-10 b,0.68,,0.04162,3.10129,0.0,,,1.72,84.5,Primary Transit,1.18,1.1,6075.0,1.16,0.28
OGLE-TR-111 b,0.54,,0.047,4.01451,0.0,,,1.077,88.1,Primary Transit,0.82,1.1,5070.0,0.831,0.12
OGLE-TR-113 b,1.24,,0.0229,1.4324772,0.0,,,1.11,89.4,Primary Transit,0.78,0.7,4752.0,0.765,0.14
OGLE-TR-132 b,1.17,,0.0306,1.689868,0.0,,,1.23,83.4,Primary Transit,1.26,,6210.0,1.34,0.37
OGLE-TR-182 b,1.06,,0.051,3.9791,0.0,,,1.47,85.7,Primary Transit,1.14,,5924.0,1.14,0.37
OGLE-TR-211 b,0.75,,0.051,3.6772400000000003,0.0,,,1.26,87.2,Primary Transit,1.33,,6325.0,1.64,0.11
OGLE-TR-56 b,1.3,,0.0225,1.2119090000000001,0.0,,,1.2,78.8,Primary Transit,1.17,2.0,,1.32,
OGLE2-TR-L9 b,4.34,,0.0308,2.4855335,,,,1.614,79.8,Primary Transit,1.52,0.66,6933.0,1.53,0.05
OY Car b,8.48,,6.18,,,,,,,Timing,,,,,
Oumuamua,,,,,1.196,241.5,2458055.0,,,Imaging,1.0,,,1.0,
PDS 70 b,7.0,,20.6,43465.0,,,,,,Imaging,0.76,0.0054,3972.0,1.26,
PDS 70 c,8.0,,34.5,,,,,,,Imaging,0.76,0.0054,3972.0,1.26,
PHL 5038 b,60.0,,67.0,,,,,,,Imaging,0.7,2.3,8000.0,,
POTS-1 b,2.31,,0.03734,3.1606296,,,,0.941,88.06,Primary Transit,0.695,,4400.0,,0.03
PSO J318.5-22,,,,,,,,,,Imaging,,,,,
PSR 0636 b,8.0,8.0,,0.067,,,,,,Timing,1.4,,,,
PSR 1257 12 b,,,0.19,25.261999999999997,0.0,360.0,2449765.1,,,Timing,,1.0,,,
PSR 1257 12 c,0.013000000000000001,,0.36,66.5419,0.0186,250.4,2449768.1,,53.0,Timing,,1.0,,,
PSR 1257 12 d,0.012,,0.46,98.2114,0.0252,108.3,2449765.5,,47.0,Timing,,1.0,,,
PSR 1719-14 b,1.0,,0.0044,0.09070629300000001,0.06,,2455235.517,0.4,,Timing,1.4,12.5,,,
PSR B0329+54 b,0.0062,0.0062,10.26,10139.34,0.23600000000000002,,,,,Timing,,,,,
PSR B0943+10 b,2.8,2.8,1.8,730.0,,,,,,Timing,1.5,,,,
PSR B0943+10 c,2.6,2.6,2.9,1460.0,,,,,,Timing,1.5,,,,
PSR B1620-26 (AB) b,2.5,,23.0,36525.0,,,,,,Timing,1.35,,,,
PSR B1957+20 b,22.0,,,0.38,,,,,,Timing,1.4,2.2,,,
PSR J1446-4701 b,23.0,,0.0093,0.277666077,,,,,,Timing,1.4,3.6,,,
PSR J1502-6752 b,26.0,,0.04,2.48445723,,,,,,Timing,,,,,
PSR J1544+4937 b,18.0,18.0,0.005370000000000001,0.12077299,,,,,,Timing,1.7,11.65,,,
PSR J1807-2459 A b,9.4,,,0.07,0.0,,2450851.887,,,Timing,1.4,,,,
PSR J2051-0827 b,28.3,,,0.099110266,0.0,,2449642.173,,,Timing,1.4,5.61,,,
PSR J2241-5236 b,12.0,,,0.14567224,0.0,,2455044.1580000003,,,Timing,1.35,5.22,,,
PZ Tel b,64.0,,20.0,,0.62,,,,,Imaging,1.13,0.023,5338.0,1.23,0.05
Pr 0201 b,0.54,0.54,,4.4264,,,2455992.861,,,Radial Velocity,1.234,0.578,6174.0,1.167,0.187
Pr 0211 b,1.88,1.88,0.03184,2.14609,0.017,329.0,2456678.6,,,Radial Velocity,0.935,0.79,,0.8270000000000001,
Pr 0211 c,7.95,7.95,5.8,5300.0,0.7,103.0,2456709.0,,,Radial Velocity,0.935,0.79,,0.8270000000000001,
Proplyd 133-353,13.0,,,,,,,,,Imaging,,0.0005,,,
Proxima Centauri b,0.004,0.004,0.0485,11.186,0.0,,,,,Radial Velocity,0.12,,3050.0,0.141,
Qatar-1 b,1.294,,0.02332,1.42002504,0.0,,,1.143,84.08,Primary Transit,0.838,,5013.0,0.8029999999999999,0.171
Qatar-10 b,0.736,,0.0286,1.6453209999999998,0.0,,,1.534,85.87,Primary Transit,1.156,3.2,6124.0,1.254,0.016
Qatar-2 b,2.487,,0.021490000000000002,1.3371182,0.0,,,1.1440000000000001,88.3,Primary Transit,0.74,,4645.0,0.713,0.0
Qatar-3 b,4.31,,0.03783,2.5079203999999997,,,,1.0959999999999999,86.8,Primary Transit,1.145,0.31,6007.0,1.272,0.040999999999999995
Qatar-4 b,5.85,,0.028610000000000003,1.8053949,,,,1.5519999999999998,88.82,Primary Transit,0.8959999999999999,0.17,5215.0,0.8490000000000001,0.10300000000000001
Qatar-5 b,4.32,,0.04127,2.8792318999999997,,,,1.107,88.74,Primary Transit,1.128,0.53,5747.0,1.0759999999999998,0.377
Qatar-6 b,0.6679999999999999,,0.0423,3.506189,0.0,,,1.062,86.01,Primary Transit,0.8220000000000001,1.0,5052.0,0.722,0.025
Qatar-7 b,1.88,,0.0352,2.032046,0.0,,,1.7,89.0,Primary Transit,1.409,1.0,6387.0,1.564,0.276
Qatar-8 b,0.371,,0.0474,3.71495,0.0,,,1.285,89.29,Primary Transit,1.0290000000000001,8.3,5687.0,1.315,0.025
Qatar-9 b,1.19,,0.0234,1.5407309999999999,0.0,,,1.0090000000000001,89.23,Primary Transit,0.7190000000000001,7.5,4309.0,0.696,0.25
ROXs 12 b,16.0,,210.0,,,,,,,Imaging,0.87,0.0076,3850.0,,
ROXs 42B b,9.0,,140.0,,,,,2.5,,Imaging,0.6,0.0068,2200.0,,
RR Cae (AB) b,4.2,4.2,5.3,4350.0,0.0,,,,,Timing,0.622,,,,
Ross 128 b,0.0044,0.0044,0.0496,9.8658,0.11599999999999999,,,,,Radial Velocity,0.168,5.0,3192.0,0.1967,0.02
Ross 458 (AB) c,11.3,,1168.0,,,,,1.07,,Imaging,0.6,0.475,,,0.0
S Ori 68,5.0,,1700.0,,,,,,,Imaging,,,,,
SAND 364 b,1.54,1.54,,121.71,0.35,273.51,2456240.9,,,Radial Velocity,1.35,,4284.0,21.8,0.02
SDSS J080531+481233 A,60.0,,,,,,,,,Astrometry,,,,,
SDSS J080531+481233 B,50.0,,0.76,738.0,0.46,308.0,,,90.0,Astrometry,,,,,
SDSS J105213.51+442255.7 A,49.0,,,,,,,,,Imaging,,,,,
SDSS J105213.51+442255.7 B,39.0,,1.84,3144.0,0.1399,187.3,,,62.1,Imaging,,,,,
SDSS J1110+0116,11.0,,,,,,,1.18,,Imaging,,0.12,940.0,,
SDSS J1228+1040 b,,,0.0034,0.0857,,,,0.0009,,Timing,0.705,,,,
SDSS J1411+2009 b,50.0,,,0.0854,,,,,,Primary Transit,0.53,,13000.0,,
SIMP0136+0933,12.7,,,,,,,,,Imaging,,0.2,1098.0,,
SR 12 (AB) c,13.0,,1083.0,,,,,,,Imaging,,0.001,,,
SWEEPS-04 b,3.8,,0.055,4.2,,,,0.81,87.0,Primary Transit,1.24,,,1.18,
SWEEPS-11 b,9.7,,0.03,1.796,,,,1.13,84.0,Primary Transit,1.1,,,1.45,
TAP 26 b,1.73,1.73,0.0975,10.91,,,,,,Radial Velocity,1.04,0.017,,1.36,
TCP J050742+244755 b,0.028999999999999998,,0.5,,,,,,,Microlensing,0.25,,,,
TOI 125 b,0.0267,,0.0521,4.65382,0.183,269.0,,0.24579,88.99,Primary Transit,0.871,6.6,5282.0,0.852,0.069
TOI 125 c,0.0271,,0.0818,9.15067,0.065,90.0,,0.2489,88.52,Primary Transit,0.871,6.6,5282.0,0.852,0.069
TOI 172,5.41,,0.0913,9.477210000000001,0.3805,57.1,2458326.549,0.965,88.3,Primary Transit,1.124,7.5,5644.0,1.774,0.146
TOI-150 b,1.72,,0.0643,5.857339,0.145,228.0,2458328.33,1.38,89.13,Primary Transit,1.249,2.346,6029.0,1.551,0.25
TOI-163 b,1.22,,0.057999999999999996,4.231306,0.0,,,1.489,87.24,Primary Transit,1.4352,1.8230000000000002,6495.0,1.6480000000000001,0.22
TOI-216 b,0.08199999999999999,,0.1293,17.085,0.105,131.0,,0.767,88.0,Primary Transit,0.77,,5045.0,0.747,0.15
TOI-216 c,0.595,,0.2068,34.5558,0.085,65.0,,0.91,89.89,Primary Transit,0.77,,5045.0,0.747,0.15
TOI-270 b,0.006,,0.0306,3.3600800000000004,0.0,,,0.11125,88.65,Primary Transit,0.4,,3386.0,0.38,0.17
TOI-270 c,0.0208,,0.0472,5.660172,0.0,,,0.2159,89.53,Primary Transit,0.4,,3386.0,0.38,0.17
TOI-270 d,0.017,,0.0733,11.380139999999999,0.0,,,0.19,89.69,Primary Transit,0.4,,3386.0,0.38,0.17
TOI-402 b,0.0227,,0.05245,4.756419999999999,,,,0.1516,88.36,Primary Transit,0.851,7.5,5131.0,0.8390000000000001,0.03
TOI-402 c,0.02766,,0.1235,17.1784,,,,0.225,88.413,Primary Transit,0.851,7.5,5131.0,0.8390000000000001,0.03
TRAPPIST-1 b,0.0027,,0.01111,1.51087081,0.0,,,0.09689,89.65,Primary Transit,0.08,7.6,2560.0,0.11699999999999999,0.04
TRAPPIST-1 c,0.00434,,0.01521,2.4218233,0.0,,,0.09421,89.67,Primary Transit,0.08,7.6,2560.0,0.11699999999999999,0.04
TRAPPIST-1 d,0.0013,,0.02144,4.0496099999999995,0.0,,,0.0689,89.75,Primary Transit,0.08,7.6,2560.0,0.11699999999999999,0.04
TRAPPIST-1 e,0.002,,0.02817,6.099615,0.0,,,0.0819,89.86,Primary Transit,0.08,7.6,2560.0,0.11699999999999999,0.04
TRAPPIST-1 f,0.0021,,0.0371,9.20669,0.0,,,0.09323,89.68,Primary Transit,0.08,7.6,2560.0,0.11699999999999999,0.04
TRAPPIST-1 g,0.004220000000000001,,0.0451,12.35294,0.0,,,0.1005,89.71,Primary Transit,0.08,7.6,2560.0,0.11699999999999999,0.04
TRAPPIST-1 h,,,0.063,20.0,,,,0.0674,89.8,Primary Transit,0.08,7.6,2560.0,0.11699999999999999,0.04
TWA 5 A (AB) b,25.0,,86.0,,0.45,,,,,Imaging,0.4,0.1,,,
TYC 3318-01333-1 b,3.42,3.42,1.4140000000000001,562.0,0.098,129.0,2454340.0,,,Radial Velocity,1.19,,4776.0,5.9,0.06
TYC 4282-605-1 b,10.78,10.78,0.42200000000000004,101.54,0.28,288.94,,,,Radial Velocity,0.97,10.1,4300.0,16.21,0.07
TYC+1422-614-1 b,2.51,2.51,0.6879,198.44,0.07,62.0,2452842.5,,,Radial Velocity,1.15,,4806.0,6.85,0.2
TYC+1422-614-1 c,10.1,10.1,1.3916,569.2,0.049,124.0,2452616.5,,,Radial Velocity,1.15,,4806.0,6.85,0.2
TYC-3667-1280-1 b,5.4,5.4,0.21,26.468000000000004,0.036000000000000004,240.0,2456319.6,,,Radial Velocity,1.87,,5130.0,6.26,0.08
Teegarden's b,0.0033,0.0033,0.0252,4.91,0.0,77.0,2458052.3,,,Radial Velocity,0.08900000000000001,8.0,,0.107,0.19
Teegarden's c,0.00349,0.00349,0.0443,11.409,0.0,286.0,245853.2,,,Radial Velocity,0.08900000000000001,8.0,,0.107,0.19
Teide 1,54.0,,,,,,,,,Imaging,,,,,
TrES-1 b,0.7609999999999999,,0.0393,3.0300722,0.0,,,1.099,88.4,Primary Transit,0.88,2.5,,0.85,0.001
TrES-2 b,1.253,,0.03555,2.470613374,0.0,,,1.189,83.90799999999999,Primary Transit,0.98,5.1,5850.0,1.0,0.15
TrES-3 b,1.91,,0.0226,1.30618608,0.0,,,1.305,81.93,Primary Transit,0.924,,5720.0,0.813,0.19
TrES-4 b,0.917,,0.050839999999999996,3.5539267999999997,0.0,,,1.706,82.81,Primary Transit,1.3880000000000001,2.9,6200.0,1.798,0.14
TrES-5 b,1.778,,0.02446,1.4822446000000002,,,,1.209,84.529,Primary Transit,0.893,7.38,5171.0,0.866,0.2
UGPS J0722-0540,18.2,,,,,,,,,Imaging,,,,,
UKIRT-2017-BLG-001 b,1.28,,4.18,,,,,,,Microlensing,0.81,,,,
ULAS1335,12.5,,,,,,,,,Imaging,,,,,
ULASJ0034,12.5,,,,,,,,,Imaging,,,,,
USco J155150.2-213457,8.0,,,,,,,,,Imaging,,,,,
USco1602-2401 b,47.0,,1000.0,,,,,,,Imaging,,,4550.0,,
USco1610-1913 b,20.0,,840.0,,,,,,,Imaging,,,4140.0,,
USco1612-1800 b,26.0,,430.0,,,,,,,Imaging,,,3410.0,,
UScoCTIO 108 b,14.0,,670.0,,,,,,,Imaging,0.057,0.011000000000000001,2600.0,,
UZ For (AB) d,7.7,,2.8,1900.0,0.05,,,,,Timing,0.84,,,,
